"knockout"	"is.neutral"	"n.out"	"loss.out"	"abundance.out"	"n.in"	"loss.in"	"abundance.in"	"log2fc"	"low.pval"	"high.pval"	"low.qval"	"high.qval"
"UMAG_10403"	TRUE	3498	0.798	8658.41584158416	2390	0.9305	17194.2446043166	-0.13378360747743	0.268429970726589	0.73223413532449	0.367632351212502	1
"UMAG_10553"	TRUE	2347	0.826	6744.25287356322	1836	0.9045	9612.56544502618	0.3447042467937	0.967110962895962	0.0331344227689134	0.998819519056485	0.894629414760663
"UMAG_10555"	FALSE	16216	0.831	47976.3313609467	16597	0.9315	121145.98540146	-0.480384717897053	0.0111616388115622	0.988850346147979	0.0297119681040178	1
"UMAG_10557"	FALSE	1633	0.8615	5895.30685920577	1422	0.9435	12584.0707964602	-0.237992746194404	0.135123066822245	0.865777094352283	0.220157410598313	1
"UMAG_10640"	FALSE	16119	0.7685	34814.2548596112	12120	0.916	72142.8571428572	-0.195211283916199	0.175863227872264	0.824249966216388	0.272443853015229	1
"UMAG_10742"	FALSE	935	0.8365	2859.32721712538	1026	0.925	6840	-0.40235346433694	0.033579895990909	0.966930294507133	0.0746658863797859	1
"UMAG_10756"	FALSE	3252	0.8245	9264.95726495727	1830	0.9275	12620.6896551724	0.410032610111314	0.986208781476345	0.0138777868844651	0.999941038905715	0.437150286860649
"UMAG_10811"	FALSE	2610	0.818	7170.32967032967	2465	0.9215	15700.6369426752	-0.274744599617778	0.0979229786302886	0.902527671584862	0.179683912243928	1
"UMAG_10816"	FALSE	5374	0.8275	15576.8115942029	3468	0.918	21146.3414634146	0.414959007241201	0.987873595158449	0.012173774527612	0.999941038905715	0.437150286860649
"UMAG_10881"	FALSE	2340	0.815	6324.32432432432	1723	0.913	9902.29885057472	0.209114995075551	0.868046077148089	0.132646432779022	0.926896658649655	1
"UMAG_10972"	FALSE	2593	0.7945	6309.00243309002	2242	0.9165	13425.1497005988	-0.233487231662447	0.136549973057577	0.864029140122273	0.220580725708393	1
"UMAG_10975"	FALSE	2877	0.7895	6833.72921615202	4249	0.927	29102.7397260274	-1.23444285526306	2.69152183310745e-08	0.999999973377487	2.99233897916063e-07	1
"UMAG_11002"	FALSE	2352	0.7985	5836.22828784119	1195	0.9155	7071.00591715976	0.579087981219788	0.999091298993491	0.000919523833659674	0.999941038905715	0.0868950022808392
"UMAG_11062"	FALSE	27879	0.8	69697.5	22664	0.9235	148130.718954248	-0.23172490872912	0.133225477928924	0.866828628511237	0.220157410598313	1
"UMAG_11094"	FALSE	22515	0.8605	80698.9247311828	29443	0.929	207345.070422535	-0.505445260813315	0.00814194222360962	0.991864581900929	0.0233155618221548	1
"UMAG_11193"	FALSE	127	0.823	358.757062146893	120	0.924	789.473684210527	-0.281916813978448	0.168750055634822	0.841142512706249	0.265781337624845	1
"UMAG_11250"	FALSE	79026	0.7515	159006.036217304	77688	0.856	269750	0.0934257061959991	0.701831551400878	0.298201642122217	0.80881806838272	1
"UMAG_11253"	FALSE	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
"UMAG_11305"	FALSE	12805	0.8265	36902.0172910663	13810	0.9295	97943.2624113475	-0.552279435342732	0.00451510504135183	0.9954916148688	0.0149122982863806	1
"UMAG_11362"	FALSE	16208	0.832	48238.0952380953	20056	0.926	135513.513513514	-0.634224747685294	0.00143492190904588	0.998566931649594	0.00572763375902725	1
"UMAG_11377"	FALSE	2376	0.821	6636.87150837989	2115	0.936	16523.4375	-0.459971472973487	0.0158866002674804	0.984222386863514	0.0395074664546553	1
"UMAG_11402"	FALSE	101	0.8295	296.187683284457	220	0.921	1392.40506329114	-1.37702828012262	6.75279977910048e-07	0.999999453765157	5.54903981847822e-06	1
"UMAG_11403"	FALSE	48393	0.7535	98160.2434077079	35656	0.911	200314.606741573	-0.173089761809071	0.204642681723211	0.795399023854917	0.295247838516693	1
"UMAG_11415"	FALSE	44697	0.8325	133423.880597015	47758	0.9075	258151.351351351	-0.0962331113152821	0.32886523271915	0.671193325365388	0.431635617943884	1
"UMAG_11416"	FALSE	1269	0.835	3845.45454545454	1115	0.937	8849.20634920636	-0.346426800215145	0.0556475810885289	0.944930564051622	0.113090245437978	1
"UMAG_11417"	FALSE	2137	0.836	6515.24390243902	1432	0.929	10084.5070422535	0.225717661779469	0.884878477523971	0.115810694156199	0.934313029340953	1
"UMAG_11444"	FALSE	1622	0.817	4431.69398907104	1540	0.9195	9565.21739130435	-0.253972360037099	0.119138388973017	0.881689828281647	0.20470141378091	1
"UMAG_11464"	FALSE	2092	0.796	5127.45098039216	1679	0.9095	9276.24309392265	0.000668297918939396	0.520250614641004	0.481120735153024	0.630303629276601	1
"UMAG_11586"	FALSE	1802	0.844	5775.64102564102	1470	0.9415	12564.1025641026	-0.265287511691715	0.108712993598609	0.891984244631187	0.19202575504801	1
"UMAG_11628"	FALSE	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
"UMAG_11639"	FALSE	3037	0.8115	8055.70291777188	1935	0.9335	14548.8721804511	0.00314219586552981	0.52495745971448	0.475992696228426	0.631955158509788	1
"UMAG_11886"	FALSE	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
"UMAG_11931"	FALSE	4	0.805	10.2564102564103	7	0.924	46.0526315789474	-1.31079059086631	0.127077095892864	0.926667710525137	0.21637451462839	1
"UMAG_11940"	FALSE	740	0.8415	2334.38485804416	1053	0.933	7858.20895522389	-0.895190968693724	4.4536537122025e-05	0.999956880684264	0.000255072894426143	1
"UMAG_12045"	FALSE	552	0.803	1401.0152284264	1852	0.9285	12951.048951049	-2.35255727766274	2.46750992733823e-20	1	5.82949220333656e-19	1
"UMAG_12127"	FALSE	3058	0.816	8309.78260869566	2508	0.922	16076.9230769231	-0.0961415471386813	0.332750242881627	0.668093805553782	0.433722730376741	1
"UMAG_12197"	FALSE	8319	0.8145	22423.1805929919	35081	0.9085	191699.453551913	-2.2398162576811	4.74971089018323e-20	1	9.97439286938479e-19	1
"UMAG_12216"	FALSE	35939	0.822	100952.247191011	51794	0.914	301127.906976744	-0.720736258942129	0.000378541087608583	0.99962169984442	0.00180259077058064	1
"UMAG_12226"	FALSE	4887	0.826	14043.1034482759	9788	0.9155	57917.1597633136	-1.18816192490194	6.16466731118744e-08	0.999999938744832	5.5482005800687e-07	1
"UMAG_12233"	FALSE	7664	0.822	21528.0898876405	8380	0.9195	52049.6894409938	-0.417702104204996	0.0234094984976053	0.976638797833066	0.0553049402005924	1
"UMAG_12281"	FALSE	3366	0.805	8630.76923076923	14088	0.9195	87503.1055900621	-2.48580603663894	3.32308369226343e-23	1	8.97232596911125e-22	1
"UMAG_12302"	FALSE	2179	0.84	6809.375	1739	0.9275	11993.1034482759	0.0393563904342092	0.596697089735186	0.404595406583857	0.704848437249688	1
"UMAG_12313"	FALSE	2562	0.799	6373.13432835821	3885	0.8995	19328.3582089552	-0.744676991456108	0.000308634641452005	0.999694094839577	0.00153505124301129	1
"UMAG_12330"	FALSE	52409	0.7615	109872.117400419	42101	0.907	226349.462365591	-0.186759432957245	0.186038239108345	0.813997997129816	0.283558283802235	1
"UMAG_15020"	FALSE	59	0.813	157.754010695187	100	0.924	657.894736842106	-1.20421295535962	0.000126156591282699	0.999901768364865	0.000681245592926577	1
